Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact
2022-01-31,2,28000,1404,1 out of 4,Super Area,Adyar,Chennai,Furnished,Bachelors,3,Contact Owner
2022-04-10,2,27000,1298,4 out of 5,Carpet Area,Gachibowli,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2023-09-11,2,49000,1267,2 out of 5,Super Area,Pitampura,Delhi,Semi-Furnished,Bachelors,1,Contact Builder
2022-12-31,2,22000,1371,2 out of 3,Built Area,Mylapore,Chennai,Unfurnished,Family,3,Contact Builder
2023-06-28,3,61000,1461,Ground out of 1,Carpet Area,Indiranagar,Bangalore,Semi-Furnished,Bachelors,2,Contact Agent
2023-10-16,5,69500,1460,4 out of 5,Super Area,BTM Layout,Bangalore,Semi-Furnished,Bachelors,4,Contact Agent
2024-01-27,1,33000,1352,3 out of 7,Carpet Area,Whitefield,Bangalore,Unfurnished,Family,1,Contact Agent
2024-01-22,3,20500,636,4 out of 5,Built Area,Kukatpally,Hyderabad,Semi-Furnished,Family,3,Contact Builder
2022-11-05,2,19500,1068,Ground out of 1,Carpet Area,T Nagar,Chennai,Semi-Furnished,Family,1,Contact Builder
2024-02-11,5,29500,1649,1 out of 3,Carpet Area,Salt Lake,Kolkata,Furnished,Bachelors/Family,5,Contact Owner
2024-01-07,3,18500,1522,4 out of 6,Built Area,Ballygunge,Kolkata,Semi-Furnished,Bachelors,2,Contact Owner
2022-08-18,3,62000,1413,5 out of 8,Carpet Area,HSR Layout,Bangalore,Furnished,Bachelors/Family,4,Contact Agent
2023-07-30,3,38500,1539,2 out of 8,Carpet Area,Kondapur,Hyderabad,Furnished,Bachelors/Family,4,Contact Builder
2023-08-10,3,31000,1060,4 out of 5,Super Area,Anna Nagar,Chennai,Furnished,Bachelors/Family,2,Contact Owner
2022-11-24,1,27000,859,5 out of 9,Super Area,Whitefield,Bangalore,Unfurnished,Bachelors,1,Contact Owner
2022-08-13,3,60000,1370,1 out of 4,Super Area,Marathahalli,Bangalore,Semi-Furnished,Bachelors,2,Contact Owner
2023-05-30,3,27000,1288,3 out of 6,Carpet Area,T Nagar,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-06-06,1,9500,1064,Ground out of 3,Super Area,Ballygunge,Kolkata,Semi-Furnished,Bachelors,2,Contact Owner
2024-01-15,2,12000,1429,1 out of 5,Built Area,Behala,Kolkata,Unfurnished,Bachelors/Family,3,Contact Agent
2024-02-15,2,15500,902,4 out of 7,Super Area,Mylapore,Chennai,Unfurnished,Bachelors/Family,3,Contact Owner
2024-02-10,2,28500,1544,Ground out of 3,Carpet Area,Mylapore,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Builder
2022-10-26,4,31500,1397,2 out of 6,Super Area,HITEC City,Hyderabad,Unfurnished,Bachelors,3,Contact Agent
2023-01-21,2,52500,1109,4 out of 6,Carpet Area,Rohini,Delhi,Furnished,Bachelors,3,Contact Owner
2023-10-28,3,21500,1063,Ground out of 5,Super Area,T Nagar,Chennai,Unfurnished,Bachelors/Family,2,Contact Builder
2022-06-26,3,58500,1552,1 out of 6,Super Area,Marathahalli,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2023-10-10,3,17500,1366,4 out of 7,Super Area,Behala,Kolkata,Unfurnished,Bachelors,4,Contact Owner
2023-08-10,2,7500,379,1 out of 6,Carpet Area,Howrah,Kolkata,Furnished,Bachelors/Family,1,Contact Agent
2023-08-09,2,18000,987,4 out of 7,Super Area,Kondapur,Hyderabad,Semi-Furnished,Bachelors,3,Contact Owner
2023-06-27,1,37000,1113,2 out of 7,Super Area,Dwarka,Delhi,Semi-Furnished,Family,1,Contact Agent
2022-07-05,1,19500,1076,8 out of 9,Carpet Area,Anna Nagar,Chennai,Semi-Furnished,Family,2,Contact Agent
2023-07-30,3,42000,1809,4 out of 5,Super Area,HITEC City,Hyderabad,Semi-Furnished,Family,2,Contact Owner
2022-01-01,4,88500,1871,2 out of 8,Built Area,Indiranagar,Bangalore,Furnished,Bachelors/Family,3,Contact Owner
2022-12-27,2,33000,1111,4 out of 9,Super Area,Pitampura,Delhi,Unfurnished,Bachelors/Family,3,Contact Agent
2022-05-18,2,21000,1113,1 out of 3,Super Area,HITEC City,Hyderabad,Semi-Furnished,Bachelors,1,Contact Owner
2022-06-17,3,37000,1982,1 out of 7,Super Area,Banjara Hills,Hyderabad,Semi-Furnished,Bachelors/Family,4,Contact Agent
2023-10-24,2,25000,1279,10 out of 16,Super Area,Porur,Chennai,Semi-Furnished,Family,2,Contact Owner
2023-01-24,3,57500,1222,1 out of 5,Super Area,Lajpat Nagar,Delhi,Semi-Furnished,Family,4,Contact Agent
2023-01-07,5,142500,1194,1 out of 2,Super Area,Andheri East,Mumbai,Furnished,Bachelors/Family,4,Contact Owner
2022-05-07,3,37000,1037,2 out of 3,Super Area,Whitefield,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
2022-04-12,2,36000,918,3 out of 8,Super Area,Vasant Kunj,Delhi,Semi-Furnished,Family,2,Contact Owner
2023-05-04,2,70000,882,3 out of 7,Carpet Area,Navi Mumbai,Mumbai,Furnished,Family,2,Contact Agent
2024-01-13,1,13500,634,4 out of 5,Super Area,Madhapur,Hyderabad,Semi-Furnished,Bachelors,1,Contact Agent
2023-05-30,5,20000,1098,9 out of 13,Super Area,Ballygunge,Kolkata,Unfurnished,Bachelors,6,Contact Owner
2024-02-29,2,36500,1164,7 out of 11,Super Area,HSR Layout,Bangalore,Semi-Furnished,Bachelors,2,Contact Builder
2023-07-22,3,48500,1167,Ground out of 3,Super Area,Koramangala,Bangalore,Furnished,Bachelors,4,Contact Builder
2023-11-25,3,29500,1462,2 out of 8,Carpet Area,Nungambakkam,Chennai,Unfurnished,Bachelors/Family,2,Contact Agent
2022-12-20,3,23000,728,4 out of 10,Super Area,Jubilee Hills,Hyderabad,Furnished,Bachelors/Family,3,Contact Builder
2023-11-22,5,72500,1405,3 out of 5,Super Area,Dwarka,Delhi,Unfurnished,Family,6,Contact Builder
2023-01-18,4,40000,1496,2 out of 4,Built Area,Jubilee Hills,Hyderabad,Furnished,Family,3,Contact Agent
2022-08-07,2,70500,910,2 out of 5,Super Area,Juhu,Mumbai,Furnished,Bachelors,3,Contact Agent
2023-04-20,3,108000,1379,5 out of 6,Built Area,Navi Mumbai,Mumbai,Semi-Furnished,Family,4,Contact Builder
2022-07-10,3,36500,1899,2 out of 8,Super Area,Gachibowli,Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner
2022-01-08,2,16500,1013,Ground out of 4,Carpet Area,Mylapore,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Agent
2022-04-22,3,36500,705,3 out of 6,Super Area,Lajpat Nagar,Delhi,Furnished,Bachelors/Family,3,Contact Owner
2022-02-11,3,33500,1445,Ground out of 3,Super Area,Anna Nagar,Chennai,Furnished,Bachelors/Family,3,Contact Owner
2023-07-18,2,33500,647,Ground out of 4,Built Area,Vasant Kunj,Delhi,Furnished,Bachelors/Family,3,Contact Agent
2022-01-22,3,29000,1205,Ground out of 1,Super Area,Mylapore,Chennai,Furnished,Bachelors,4,Contact Agent
2022-01-09,2,63000,1541,8 out of 14,Carpet Area,Karol Bagh,Delhi,Furnished,Bachelors,3,Contact Owner
2022-09-27,2,20500,1154,1 out of 2,Super Area,Velachery,Chennai,Semi-Furnished,Bachelors,2,Contact Owner
2023-08-29,2,9000,544,3 out of 5,Carpet Area,Howrah,Kolkata,Furnished,Bachelors,2,Contact Builder
2022-07-24,3,17000,1246,2 out of 7,Super Area,Salt Lake,Kolkata,Furnished,Bachelors/Family,2,Contact Owner
2023-06-07,4,112000,1197,2 out of 3,Super Area,Malad,Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent
2022-07-06,3,30000,1288,1 out of 2,Carpet Area,Anna Nagar,Chennai,Furnished,Bachelors/Family,3,Contact Builder
2023-05-19,1,56500,912,2 out of 5,Built Area,Andheri East,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2024-01-31,2,40500,812,2 out of 5,Carpet Area,Jayanagar,Bangalore,Furnished,Bachelors/Family,1,Contact Agent
2023-09-09,2,25000,1159,Ground out of 6,Super Area,Gachibowli,Hyderabad,Furnished,Bachelors/Family,2,Contact Agent
2024-01-13,1,56000,1047,3 out of 6,Super Area,Navi Mumbai,Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner
2022-12-22,5,48000,1905,6 out of 11,Super Area,Porur,Chennai,Semi-Furnished,Bachelors/Family,4,Contact Owner
2023-12-15,2,41000,956,1 out of 4,Super Area,Koramangala,Bangalore,Furnished,Bachelors/Family,3,Contact Agent
2022-03-18,2,37500,769,4 out of 9,Carpet Area,Pitampura,Delhi,Furnished,Family,3,Contact Owner
2022-08-12,2,38000,1080,Ground out of 5,Super Area,Lajpat Nagar,Delhi,Semi-Furnished,Bachelors,3,Contact Owner
2023-07-20,3,24000,1270,1 out of 4,Super Area,HITEC City,Hyderabad,Semi-Furnished,Bachelors,4,Contact Agent
2022-02-22,2,66000,852,7 out of 10,Built Area,Juhu,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Agent
2023-07-17,5,22500,1597,1 out of 7,Carpet Area,New Town,Kolkata,Semi-Furnished,Bachelors/Family,4,Contact Owner
2024-01-19,3,52500,1639,5 out of 7,Carpet Area,Koramangala,Bangalore,Unfurnished,Bachelors/Family,3,Contact Builder
2023-01-27,2,48000,1430,4 out of 10,Carpet Area,HSR Layout,Bangalore,Semi-Furnished,Family,1,Contact Agent
2024-02-10,2,13500,996,1 out of 7,Super Area,New Town,Kolkata,Semi-Furnished,Bachelors,3,Contact Builder
2022-06-30,2,19000,858,1 out of 3,Super Area,Nungambakkam,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-03-13,3,65000,1490,4 out of 6,Carpet Area,Karol Bagh,Delhi,Furnished,Bachelors/Family,4,Contact Owner
2023-09-10,1,39500,1359,4 out of 5,Carpet Area,Lajpat Nagar,Delhi,Semi-Furnished,Bachelors,1,Contact Owner
2022-10-02,2,86000,1062,1 out of 2,Built Area,Powai,Mumbai,Furnished,Bachelors/Family,1,Contact Builder
2022-07-27,4,78500,1292,5 out of 6,Super Area,Hauz Khas,Delhi,Furnished,Family,5,Contact Builder
2022-10-01,2,34000,1312,Ground out of 6,Super Area,Saket,Delhi,Unfurnished,Family,3,Contact Owner
2022-08-18,2,13500,1581,2 out of 3,Super Area,Behala,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner
2022-04-26,2,101000,1248,4 out of 10,Carpet Area,Borivali,Mumbai,Furnished,Bachelors,2,Contact Owner
2022-02-14,2,19000,890,Ground out of 1,Super Area,Perambur,Chennai,Furnished,Family,1,Contact Owner
2022-10-21,2,18500,847,4 out of 9,Super Area,Kondapur,Hyderabad,Semi-Furnished,Bachelors,2,Contact Agent
2024-03-07,4,59000,1287,5 out of 7,Carpet Area,HSR Layout,Bangalore,Unfurnished,Bachelors,4,Contact Builder
2024-01-15,1,13500,1463,Ground out of 4,Super Area,Park Street,Kolkata,Semi-Furnished,Bachelors,1,Contact Agent
2023-09-09,1,24000,851,2 out of 6,Super Area,BTM Layout,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2023-01-29,2,8500,684,3 out of 5,Super Area,Ballygunge,Kolkata,Unfurnished,Bachelors/Family,3,Contact Agent
2022-07-28,3,115500,1351,1 out of 2,Super Area,Andheri East,Mumbai,Semi-Furnished,Bachelors,3,Contact Builder
2023-07-19,2,47000,681,1 out of 3,Super Area,Powai,Mumbai,Unfurnished,Family,2,Contact Owner
2023-03-11,2,26000,1231,4 out of 10,Carpet Area,Mylapore,Chennai,Furnished,Bachelors/Family,1,Contact Builder
2022-03-22,1,25000,777,Ground out of 2,Carpet Area,Koramangala,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Builder
2022-11-03,1,25500,837,4 out of 10,Super Area,Lajpat Nagar,Delhi,Unfurnished,Bachelors/Family,2,Contact Agent
2023-09-11,2,26000,1414,6 out of 7,Super Area,T Nagar,Chennai,Semi-Furnished,Bachelors,2,Contact Owner
2022-11-10,2,38000,967,6 out of 11,Super Area,Vasant Kunj,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Builder
2022-02-27,2,14500,1163,1 out of 6,Built Area,Dum Dum,Kolkata,Furnished,Bachelors/Family,1,Contact Owner
2023-02-19,2,38500,1017,1 out of 7,Carpet Area,Pitampura,Delhi,Unfurnished,Bachelors,3,Contact Owner
2022-06-16,2,23000,1419,Ground out of 3,Super Area,Perambur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-10-03,1,20500,1286,7 out of 9,Carpet Area,Kondapur,Hyderabad,Semi-Furnished,Bachelors,1,Contact Owner
2023-01-01,5,185000,1643,7 out of 8,Super Area,Andheri East,Mumbai,Furnished,Family,6,Contact Agent
2023-05-31,5,84000,1467,2 out of 8,Built Area,HSR Layout,Bangalore,Furnished,Bachelors,6,Contact Agent
2023-11-30,2,52000,597,1 out of 3,Carpet Area,Bandra West,Mumbai,Furnished,Bachelors,1,Contact Agent
2023-05-29,1,15500,737,4 out of 6,Carpet Area,Velachery,Chennai,Furnished,Bachelors,2,Contact Builder
2023-03-18,5,60000,2087,1 out of 6,Carpet Area,Banjara Hills,Hyderabad,Semi-Furnished,Family,6,Contact Owner
2022-04-10,4,124000,1389,3 out of 7,Super Area,Powai,Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent
2022-10-30,1,32000,419,2 out of 4,Super Area,Andheri East,Mumbai,Semi-Furnished,Family,1,Contact Agent
2024-02-21,1,26000,749,9 out of 12,Carpet Area,Vasant Kunj,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2023-11-28,3,24000,1306,2 out of 7,Super Area,Porur,Chennai,Unfurnished,Family,2,Contact Agent
2022-02-13,2,24000,535,2 out of 8,Carpet Area,Janakpuri,Delhi,Unfurnished,Family,3,Contact Owner
2022-06-12,5,35500,1217,Ground out of 4,Super Area,Kukatpally,Hyderabad,Semi-Furnished,Bachelors/Family,4,Contact Builder
2022-04-22,2,33000,1832,3 out of 7,Super Area,Jubilee Hills,Hyderabad,Furnished,Family,1,Contact Agent
2023-09-11,2,30500,357,Ground out of 3,Super Area,Malad,Mumbai,Unfurnished,Family,1,Contact Agent
2022-11-24,2,29500,1592,Ground out of 2,Super Area,Nungambakkam,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-01-24,1,12500,688,1 out of 3,Carpet Area,Jubilee Hills,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Builder
2023-03-06,2,12500,1050,6 out of 10,Super Area,New Town,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-12-24,2,33000,2009,1 out of 3,Super Area,Kukatpally,Hyderabad,Furnished,Bachelors/Family,2,Contact Builder
2023-09-04,2,25000,1321,5 out of 10,Super Area,Mylapore,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Agent
2022-06-01,1,35500,1274,Ground out of 4,Carpet Area,Hauz Khas,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent
2023-10-12,4,33000,1578,7 out of 9,Carpet Area,Nungambakkam,Chennai,Unfurnished,Bachelors,3,Contact Owner
2022-12-23,3,33500,1446,3 out of 5,Super Area,Velachery,Chennai,Furnished,Bachelors/Family,4,Contact Builder
2023-12-18,5,82000,1624,3 out of 4,Super Area,Vasant Kunj,Delhi,Semi-Furnished,Bachelors/Family,6,Contact Builder
2023-04-15,3,28500,1480,Ground out of 2,Super Area,Perambur,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Builder
2023-09-28,2,26500,1600,3 out of 9,Carpet Area,Mylapore,Chennai,Semi-Furnished,Bachelors,3,Contact Owner
2023-10-11,5,134500,906,7 out of 8,Super Area,Dadar,Mumbai,Furnished,Bachelors/Family,4,Contact Builder
2022-05-08,2,17000,950,Ground out of 4,Carpet Area,Mylapore,Chennai,Semi-Furnished,Family,1,Contact Owner
2023-06-04,5,78500,1321,7 out of 9,Carpet Area,Koramangala,Bangalore,Semi-Furnished,Family,5,Contact Agent
2022-02-03,2,31500,499,Ground out of 4,Super Area,Whitefield,Bangalore,Furnished,Family,3,Contact Agent
2022-09-05,1,59500,1134,7 out of 11,Super Area,Powai,Mumbai,Unfurnished,Bachelors,1,Contact Agent
2023-02-04,5,41500,1532,Ground out of 6,Built Area,Jubilee Hills,Hyderabad,Semi-Furnished,Bachelors/Family,4,Contact Owner
2023-02-06,2,15000,1346,Ground out of 5,Carpet Area,Howrah,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-06,4,25500,1596,3 out of 8,Super Area,Park Street,Kolkata,Furnished,Bachelors/Family,5,Contact Owner
2023-10-09,3,79500,1060,9 out of 15,Carpet Area,Powai,Mumbai,Unfurnished,Bachelors/Family,4,Contact Owner
2022-02-22,2,38500,1081,5 out of 11,Super Area,BTM Layout,Bangalore,Unfurnished,Bachelors/Family,3,Contact Agent
2022-04-20,1,27500,1198,7 out of 8,Super Area,Marathahalli,Bangalore,Semi-Furnished,Bachelors,1,Contact Agent
2023-02-28,2,49500,1273,Ground out of 1,Carpet Area,Karol Bagh,Delhi,Furnished,Bachelors/Family,1,Contact Owner
2022-11-02,2,79500,985,5 out of 7,Super Area,Thane,Mumbai,Furnished,Bachelors,3,Contact Owner
2023-09-07,4,133000,1511,2 out of 7,Built Area,Malad,Mumbai,Semi-Furnished,Bachelors,5,Contact Owner
2022-08-10,1,16000,830,3 out of 5,Super Area,Gachibowli,Hyderabad,Semi-Furnished,Family,2,Contact Owner
2022-07-24,1,24000,728,1 out of 5,Carpet Area,Indiranagar,Bangalore,Furnished,Bachelors/Family,1,Contact Owner
2022-06-27,2,69500,833,7 out of 10,Super Area,Borivali,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Builder
2024-01-10,3,68500,1476,1 out of 3,Carpet Area,Vasant Kunj,Delhi,Furnished,Bachelors/Family,4,Contact Agent
2022-12-28,2,26000,1472,2 out of 7,Carpet Area,Mylapore,Chennai,Semi-Furnished,Bachelors,2,Contact Builder
2023-06-28,4,56000,1187,1 out of 7,Super Area,BTM Layout,Bangalore,Semi-Furnished,Family,3,Contact Builder
2023-01-16,2,53500,1380,1 out of 4,Super Area,HSR Layout,Bangalore,Furnished,Bachelors/Family,1,Contact Agent
2022-03-09,3,73500,1542,6 out of 11,Super Area,Hauz Khas,Delhi,Furnished,Bachelors,2,Contact Agent
2023-03-08,2,26000,1352,3 out of 9,Carpet Area,Adyar,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-03,3,15000,1302,10 out of 14,Super Area,Park Street,Kolkata,Unfurnished,Bachelors/Family,3,Contact Owner
2022-01-05,2,73500,949,5 out of 10,Super Area,Kurla,Mumbai,Furnished,Bachelors/Family,3,Contact Agent
2023-03-02,2,21500,1023,Ground out of 1,Super Area,T Nagar,Chennai,Furnished,Bachelors,2,Contact Agent
2023-12-15,2,10000,952,Ground out of 3,Super Area,Howrah,Kolkata,Unfurnished,Bachelors/Family,2,Contact Agent
2022-05-23,2,13500,634,1 out of 2,Carpet Area,T Nagar,Chennai,Unfurnished,Bachelors/Family,3,Contact Owner
2022-01-06,5,125000,1350,5 out of 10,Carpet Area,Malad,Mumbai,Semi-Furnished,Bachelors/Family,6,Contact Owner
2023-01-24,4,21500,1627,1 out of 6,Super Area,New Town,Kolkata,Unfurnished,Bachelors/Family,4,Contact Owner
2022-05-06,3,34000,777,3 out of 9,Super Area,BTM Layout,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2024-02-24,2,18500,951,1 out of 4,Carpet Area,Jubilee Hills,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2023-05-22,3,58000,1508,4 out of 5,Carpet Area,Whitefield,Bangalore,Semi-Furnished,Family,3,Contact Agent
2023-06-11,2,64500,923,5 out of 10,Super Area,Worli,Mumbai,Furnished,Family,3,Contact Owner
2023-01-30,3,49000,1450,1 out of 4,Super Area,Indiranagar,Bangalore,Semi-Furnished,Bachelors,3,Contact Builder
2023-10-26,4,41500,1499,7 out of 12,Super Area,Porur,Chennai,Furnished,Bachelors/Family,5,Contact Owner
2023-04-09,1,58000,1210,2 out of 7,Super Area,Bandra West,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Builder
2023-01-14,2,15500,234,Ground out of 3,Super Area,Jayanagar,Bangalore,Furnished,Bachelors/Family,3,Contact Owner
2023-05-21,1,74000,1320,1 out of 6,Super Area,Dadar,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-03-09,2,27000,1254,3 out of 5,Super Area,Gachibowli,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner
2022-10-02,1,17500,1320,4 out of 10,Super Area,HITEC City,Hyderabad,Unfurnished,Bachelors,1,Contact Owner
2023-09-30,2,28000,1392,1 out of 7,Carpet Area,Adyar,Chennai,Furnished,Bachelors/Family,1,Contact Agent
2023-11-14,3,43500,1699,Ground out of 1,Super Area,Nungambakkam,Chennai,Furnished,Bachelors/Family,4,Contact Owner
2023-08-21,2,26500,1365,3 out of 7,Carpet Area,T Nagar,Chennai,Furnished,Bachelors/Family,1,Contact Owner
2023-05-31,2,60500,983,5 out of 10,Carpet Area,Juhu,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner
2023-11-11,3,52500,1015,9 out of 12,Super Area,Hauz Khas,Delhi,Furnished,Family,2,Contact Owner
2023-06-16,2,22500,1072,Ground out of 6,Carpet Area,Nungambakkam,Chennai,Furnished,Bachelors/Family,2,Contact Agent
2024-01-29,3,14000,1063,Ground out of 5,Super Area,Ballygunge,Kolkata,Unfurnished,Family,2,Contact Agent
2023-11-27,5,29000,1550,8 out of 14,Super Area,Park Street,Kolkata,Furnished,Bachelors/Family,5,Contact Builder
2023-08-27,4,32500,1328,6 out of 10,Built Area,Banjara Hills,Hyderabad,Unfurnished,Family,4,Contact Owner
2023-08-04,4,40500,1744,2 out of 6,Super Area,Adyar,Chennai,Furnished,Bachelors/Family,4,Contact Agent
2022-06-16,2,34000,942,3 out of 9,Super Area,Electronic City,Bangalore,Semi-Furnished,Bachelors,1,Contact Agent
2022-01-06,2,24500,736,Ground out of 3,Super Area,HSR Layout,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2022-10-05,2,25500,1087,7 out of 13,Carpet Area,Velachery,Chennai,Furnished,Bachelors/Family,1,Contact Builder
2023-10-15,5,76500,1523,1 out of 7,Super Area,Hauz Khas,Delhi,Semi-Furnished,Family,4,Contact Owner
2023-08-16,2,23500,1512,4 out of 7,Super Area,Mylapore,Chennai,Unfurnished,Family,1,Contact Agent
2023-04-18,3,60500,1319,3 out of 9,Super Area,Vasant Kunj,Delhi,Furnished,Bachelors/Family,2,Contact Owner
2022-12-29,2,27000,1272,4 out of 8,Super Area,Kondapur,Hyderabad,Furnished,Bachelors,2,Contact Agent
2022-11-06,2,12000,459,4 out of 9,Carpet Area,Adyar,Chennai,Semi-Furnished,Family,2,Contact Owner
2022-01-07,3,72000,1608,Ground out of 6,Super Area,Karol Bagh,Delhi,Furnished,Bachelors,3,Contact Agent
2022-10-25,3,36500,1668,2 out of 3,Carpet Area,Adyar,Chennai,Semi-Furnished,Bachelors/Family,4,Contact Owner
2023-06-13,2,21000,1217,Ground out of 2,Super Area,Kondapur,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Agent
2023-05-12,3,54000,1037,4 out of 5,Super Area,Vasant Kunj,Delhi,Furnished,Family,3,Contact Agent
2022-01-26,3,39000,1500,1 out of 5,Super Area,HITEC City,Hyderabad,Furnished,Bachelors/Family,2,Contact Builder
2022-09-24,2,20500,1146,5 out of 10,Super Area,HITEC City,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Agent
2022-06-24,3,32000,1310,4 out of 6,Super Area,Kukatpally,Hyderabad,Semi-Furnished,Bachelors/Family,4,Contact Agent
2022-10-09,3,20500,862,2 out of 8,Super Area,Madhapur,Hyderabad,Furnished,Bachelors/Family,4,Contact Owner
2023-08-18,2,19000,1063,3 out of 4,Super Area,Adyar,Chennai,Semi-Furnished,Family,1,Contact Owner
2023-04-15,1,24000,867,2 out of 8,Built Area,Indiranagar,Bangalore,Unfurnished,Bachelors,2,Contact Owner
2023-11-03,1,31500,884,3 out of 5,Super Area,BTM Layout,Bangalore,Semi-Furnished,Family,1,Contact Agent
2023-10-23,2,46000,1181,7 out of 8,Super Area,Vasant Kunj,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Builder
2023-08-26,2,21500,1439,Ground out of 3,Super Area,Porur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2023-05-27,2,23500,1512,Ground out of 1,Carpet Area,HITEC City,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner
